race_id,election_date,candidate_name,publisher_candidate_name,publisher_candidate_key,role,question_id,topic,question,publisher_option_code,publisher_option_text,publisher_explanation,publisher_reference,complete_original_response,response_status,supporting_explanation_present,review_caveat,review_note,record_type,publisher_commit,publisher_version_date,source_url,attribution
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question1,Streets,What is your preferred model for outdoor dining?,1,Bring back year-round outdoor dining as it existed during the pandemic,Mamdani says he would “eliminate the unnecessary and cumbersome design restrictions placed on restaurants.”,"Cityland (Mar 18, 2025)","1 | Mamdani says he would “eliminate the unnecessary and cumbersome design restrictions placed on restaurants.” | <a href=""https://www.citylandnyc.org/outdoor-dining-open-streets-trash-containerization-where-democratic-mayoral-candidates-stand-on-public-space-issues/"">Cityland</a> (Mar 18, 2025)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question2,Streets,Which best describes your approach to bike lanes?,1,Continue to expand the bike lane network and provide more protected lanes,"""We have an opportunity here to do immense amounts of pedestrianization for the entire congestion pricing zone.... We have an opportunity to make one-way bike lanes into two-way bike lanes.""","Transit Riders Mayoral Forum (Dec 2, 2024)","1 | ""We have an opportunity here to do immense amounts of pedestrianization for the entire congestion pricing zone.... We have an opportunity to make one-way bike lanes into two-way bike lanes."" | <a href=""https://www.youtube.com/live/lqQIiczm7Kc"">Transit Riders Mayoral Forum</a> (Dec 2, 2024)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question3,Streets,Do you support trash containerization?,4,Promote containerization for all residential buildings,Mamdani says the containerization program should be expanded to also require recycling to be placed in on-street containers for pickup.,"Candidate statement (Apr 18, 2025)","4 | Mamdani says the containerization program should be expanded to also require recycling to be placed in on-street containers for pickup. | Candidate statement (Apr 18, 2025)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question4,Public Safety,Which statement best reflects your preferred approach to policing?,2,Maintain roughly the current size of the police force and focus enforcement on serious crimes,"“My administration will create the Department of Community Safety to prevent violence before it happens,"" through mental health outreach and gun violence prevention. He also vows to disband the NYPD Strategic Response Group.","Candidate statement (Apr 18, 2025)","2 | “My administration will create the Department of Community Safety to prevent violence before it happens,"" through mental health outreach and gun violence prevention. He also vows to disband the NYPD Strategic Response Group. | Candidate statement (Apr 18, 2025)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question5,Public Safety,How should the NYPD enforce transit fares?,3,Do not issue summonses for fare nonpayment,"“Only a third of the almost one million adult New Yorkers who are eligible access Fair Fares. At its core, this is an economic crisis, and we must address it as such.”","Candidate statement (Apr 18, 2025)","3 | “Only a third of the almost one million adult New Yorkers who are eligible access Fair Fares. At its core, this is an economic crisis, and we must address it as such.” | Candidate statement (Apr 18, 2025)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question5a,Public Safety,The number of people incarcerated at Rikers Island is approaching double the capacity of planned new jails. What should the next mayor do?,1,"Stay on course with the Rikers Island shutdown, work with DAs to release more people pretrial or divert them from prosecution entirely",Mamdani committed to closing Rikers and pointed to a need to invest in alternatives for incarceration.,"Gay City News (Mar 28, 2025)","1 | Mamdani committed to closing Rikers and pointed to a need to invest in alternatives for incarceration. | <a href=""https://gaycitynews.com/nyc-mayoral-hopefuls-2025-lgbtq-forum/"">Gay City News</a> (Mar 28, 2025)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question6,Housing,What is your preferred path to creating more affordable housing?,4,Promote policies that give renters more control over their housing and curb real estate speculation,"“To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.”","Candidate statement (Apr 18, 2025)","4 | “To achieve our goal of housing every New Yorker, we must reform our disjointed planning and zoning processes to create a holistic vision for affordability, equity, and growth. I will create a comprehensive, citywide planning process.” | Candidate statement (Apr 18, 2025)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question7,Housing,How should the next mayor manage decaying public housing?,1,Public housing is public. Stop bringing in private management to take over,"“Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.”","Candidate statement (Apr 18, 2025)","1 | “Prioritize resident-led processes to address NYCHA’s ongoing capital needs, while finding new solutions.... I also vow to fight for Albany to overturn its decades of investment and at a bare minimum start to match City funding.” | Candidate statement (Apr 18, 2025)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question8,Housing,What should the Rent Guidelines Board do next year?,1,"Freeze rents, period","“Yes, I will freeze the rent every single year that I am the mayor of New York City.”","Housing Justice for All Mayoral Forum (Dec 7, 2024)","1 | “Yes, I will freeze the rent every single year that I am the mayor of New York City.” | <a href=""https://www.facebook.com/housing4allNY/posts/pfbid0j3UoPQu7ynV17AuwKJwGkxoqwgFr6VP8XdzY4uh8kGAzw9MNL3WZ9Wsgv7mwyw1Ul?rdid=uDjctMts38LVGX1b&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2F1AqAMTcX7A%2F"">Housing Justice for All Mayoral Forum</a> (Dec 7, 2024)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
race-d0d830cb7a9e40e91152,2025-06-24,Zohran Kwame Mamdani,Zohran Mamdani,candidateZohran,endorsed,question9,Schools,What’s the best way to admit students to specialized high schools?,1,Maintain the SHSAT as the exclusive test for all of the eight schools where it’s currently used for admission,"“As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.”","Candidate statement (Apr 18, 2025)","1 | “As a Bronx Science alum and a former standardized test tutor, I’ve seen firsthand the promise and the failure of our specialized high schools and their admissions process.” | Candidate statement (Apr 18, 2025)",publisher_coded_option,True,,,publisher_coded_survey_not_literal_candidate_quote_or_independent_stance_review,a420a293a42513df19e96423642a6ffd7fa1266a,2025-06-03,https://github.com/thecityny/2025-meet-your-mayor/blob/a420a293a42513df19e96423642a6ffd7fa1266a/src/candidate-content.js,"THE CITY and Gothamist, Meet Your Mayor2025. Original publisher license retained with source package."
